GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
NUT0571,XIII,303074,305859,+,2786,86,81,30,1506,1532,1559,1951,2258,2810,26,25,76,2054,1949,4361,3741,2323,2245,1129,965,236,242,310,299,522,505,99,87,1158,361,326,40,49,1252
NUT0572,XIII,306290,307476,+,1187,61,40,23,704,716,677,825,1020,1157,21,19,26,951,953,1874,1715,950,930,558,499,92,95,215,213,351,328,38,23,460,201,172,29,27,500
NUT0573,XIII,316994,318663,+,1670,85,85,23,1472,1286,1346,1328,1691,2084,32,39,79,850,886,1647,1467,873,764,1080,1021,99,124,770,678,886,851,77,78,572,424,376,49,46,619
NUT0574,XIII,330432,331997,+,1566,283,302,397,772,702,699,810,1016,1221,432,435,195,502,571,552,493,414,395,1363,1217,393,493,1037,936,1015,1050,434,404,415,397,464,664,510,474
NUT0575,XIII,343717,347044,+,3328,168,144,42,1731,1604,1582,1636,2108,2526,62,53,117,727,752,1451,1299,909,822,1589,1479,154,179,300,243,582,634,94,78,871,375,405,74,53,925
NUT0576,XIII,348581,349919,+,1339,212,212,45,2087,2009,2117,2208,2947,3166,64,60,179,562,516,1506,1459,1378,1278,1553,1358,126,159,217,191,930,911,98,92,1229,939,948,47,25,1312
NUT0577,XIII,349944,350898,+,955,303,288,228,1177,919,982,886,1205,1471,258,333,209,858,874,1618,1438,861,747,1351,1196,274,290,1305,1359,2651,2645,213,224,496,610,517,350,316,611
NUT0578,XIII,370759,372048,+,1290,33,30,10,118,108,88,143,223,229,10,16,23,26,29,69,85,90,57,154,106,16,34,28,46,56,32,38,28,82,167,164,63,30,97
NUT0579,XIII,378638,379225,+,588,36,50,5,951,914,794,722,1081,1188,6,6,27,47,104,185,156,128,111,1378,791,20,15,25,25,29,41,7,28,212,79,92,27,9,235
NUT0560,XIII,30138,30528,+,391,11,7,4,51,84,45,76,117,154,2,0,2,29,32,48,56,43,28,68,72,2,8,135,151,196,191,1,1,43,28,30,13,10,36
NUT0561,XIII,42017,43970,+,1954,56,55,17,597,583,603,682,763,926,30,33,40,666,613,972,768,440,421,725,645,88,83,122,97,216,211,62,41,279,200,179,43,14,300
NUT0562,XIII,58859,59741,+,883,69,78,8,394,470,369,443,641,680,13,6,52,123,166,361,287,198,189,426,315,48,30,49,33,89,76,27,41,184,173,137,15,16,206
NUT0563,XIII,87057,88451,+,1395,48,43,0,192,172,188,164,245,285,3,9,43,133,149,448,389,276,209,195,139,46,62,65,62,107,143,7,7,70,122,130,12,8,72
NUT0564,XIII,100094,101169,+,1076,83,103,32,568,476,463,593,775,872,38,45,78,427,424,756,700,353,364,554,512,55,63,1247,1151,1840,1785,56,65,241,275,262,30,41,263
NUT0565,XIII,119457,120077,+,621,116,99,53,323,307,275,298,411,545,66,92,95,315,347,482,409,213,269,686,626,98,147,163,171,263,239,99,122,186,191,189,91,71,269
NUT0566,XIII,129741,131834,+,2094,104,146,47,391,366,357,407,576,692,46,49,87,257,245,345,268,256,218,775,543,145,160,102,82,165,149,116,123,270,187,193,35,15,275
NUT0567,XIII,165497,168459,+,2963,486,501,150,1991,1875,1943,1760,2240,2619,158,201,355,1895,1949,3164,2736,1770,1752,2008,2013,573,617,733,637,703,795,530,492,1460,1251,1243,264,209,1593
NUT0568,XIII,204429,206094,+,1666,307,332,175,1037,961,1074,1303,1650,1784,149,187,287,371,346,1071,1059,883,825,1016,882,300,442,278,278,405,399,338,377,715,649,642,387,250,812
NUT0569,XIII,207090,208941,+,1852,23,25,5,146,137,142,165,143,203,16,8,20,270,308,471,358,246,259,192,160,95,90,205,162,238,237,56,42,65,64,52,23,21,101
NUT0558,XIII,13470,14693,+,1224,127,146,52,1852,1711,1645,1824,2649,3060,37,79,96,571,582,1016,1046,698,636,2858,2445,112,131,1671,1839,2971,3090,150,162,726,580,578,138,79,796
NUT0559,XIII,14989,16989,+,2001,92,87,38,1667,1539,1507,1923,2542,2659,41,41,78,559,530,984,750,441,408,993,899,89,82,243,187,405,415,64,46,521,268,287,27,20,547
SUT292,XIII,140433,141537,+,1105,202,195,133,387,352,412,359,483,523,153,153,109,460,446,506,390,391,335,551,497,135,167,1631,1543,1192,1183,197,213,295,279,238,307,274,301
XUT_13F-106,XIII,241986,242447,+,462,122,151,23,1107,891,988,898,1236,1507,15,25,87,317,377,409,357,313,287,869,854,52,57,105,107,167,143,25,21,199,168,113,44,32,198
SUT289,XIII,121601,122969,+,1369,52,43,20,124,124,121,128,230,222,26,27,46,93,68,173,147,123,132,301,224,55,47,53,47,83,84,33,57,110,161,178,52,42,107
SUT290,XIII,131969,133033,+,1065,17,19,11,87,76,66,101,117,111,16,17,17,82,59,91,97,55,74,88,93,3,9,106,101,142,148,27,21,38,40,33,32,30,33
SUT291,XIII,133193,133417,+,225,21,19,20,58,44,42,54,78,97,30,37,11,69,73,105,67,42,38,114,86,25,28,174,168,167,156,25,27,39,51,47,48,36,53
XUT_13F-112,XIII,258300,258614,+,315,3,3,7,17,12,11,24,25,28,1,1,4,24,15,27,36,42,26,23,25,8,9,28,26,30,31,12,12,3,2,7,3,5,11
XUT_13F-116,XIII,262784,263303,+,520,35,36,31,142,142,153,170,220,243,32,34,17,90,98,99,95,85,81,306,247,33,39,238,234,238,244,45,37,44,43,31,35,30,50
SUT295,XIII,165529,168705,+,3177,486,502,150,1997,1877,1946,1761,2247,2618,158,201,355,1899,1953,3166,2739,1771,1757,2018,2025,574,618,736,639,705,798,530,492,1461,1254,1244,264,210,1596
SUT293,XIII,148777,149025,+,249,19,15,5,119,84,81,141,135,138,6,2,17,56,67,72,88,116,72,238,215,8,15,33,41,144,127,10,11,47,36,35,10,6,56
SUT294,XIII,164617,164745,+,129,37,32,16,123,129,121,213,292,313,15,20,33,27,47,120,121,118,106,134,135,30,38,49,71,90,104,19,24,77,150,155,41,37,122
XUT_13F-126,XIII,283056,283472,+,417,163,174,112,311,251,268,219,269,324,127,135,124,356,393,271,174,184,158,505,438,129,121,755,692,592,564,129,113,225,230,224,95,76,231
XUT_13F-129,XIII,290014,290679,+,666,12,15,7,268,260,240,214,298,337,8,12,11,132,198,329,333,392,410,486,336,11,19,61,47,90,124,10,9,78,84,87,34,31,99
XUT_13F-137,XIII,302792,303770,+,979,49,61,21,572,551,610,668,766,958,10,12,50,661,684,1599,1340,782,778,420,364,92,121,119,128,202,220,45,28,438,145,141,12,14,476
SUT288,XIII,119457,120081,+,625,116,100,53,330,309,280,304,418,553,66,93,95,321,350,491,414,215,271,696,631,98,147,170,172,267,243,99,122,187,192,189,91,71,271
in_YML017W.I1,XIII,236591,236954,0,364,136,155,91,154,157,133,134,197,267,105,113,92,274,260,329,269,296,311,322,268,189,188,382,386,425,409,266,223,133,223,210,86,70,162
SUT287,XIII,97681,97945,+,265,16,20,7,170,145,160,147,257,300,7,7,8,83,116,129,95,86,64,225,228,13,24,42,35,57,36,11,15,49,25,39,7,15,35
XUT_13F-146,XIII,317156,318227,+,1072,56,59,5,1109,938,1008,1023,1257,1554,8,12,52,532,576,1087,1014,581,550,769,727,42,79,500,448,575,575,36,42,422,301,265,9,17,463
XUT_13F-142,XIII,309121,309376,+,256,3,9,3,52,33,49,71,75,103,0,5,8,32,40,111,119,84,66,32,28,11,12,100,63,60,46,29,19,44,24,18,3,3,29
SUT296,XIII,253249,253657,+,409,67,67,34,227,188,168,181,212,292,34,35,48,118,127,278,227,221,204,150,159,103,98,112,97,134,125,121,89,101,119,124,17,27,134
XUT_13F-151,XIII,320577,321094,+,518,28,42,14,198,160,155,182,239,271,12,20,21,52,85,97,94,65,42,156,157,17,14,178,179,186,182,14,26,66,60,47,29,31,70
XUT_13F-153,XIII,324187,324788,+,602,28,24,6,148,124,157,133,172,182,17,15,30,183,184,262,185,139,130,153,106,37,26,418,460,370,356,48,67,61,112,63,13,16,72
in_YML026C.I1,XIII,223380,223782,0,403,1990,2002,1341,1102,972,1026,759,1012,1125,1457,1831,1720,1309,1525,1777,1590,2219,1968,2469,2395,2509,3086,1378,1440,2479,2439,1825,1822,792,1482,1437,1466,1148,876
XUT_13F-160,XIII,343692,344112,+,421,123,99,33,610,551,507,531,730,835,46,36,71,241,257,545,478,334,308,554,566,85,98,73,57,116,139,42,45,312,180,177,44,33,342
XUT_13F-161,XIII,347138,348536,+,1399,167,159,121,926,765,753,718,870,1041,155,150,119,1245,1267,1939,1578,1071,1122,1134,928,361,341,514,397,703,735,196,200,685,683,590,98,95,743
XUT_13F-179,XIII,396025,396763,+,739,18,22,21,32,38,27,51,58,61,13,10,13,77,94,117,90,84,97,52,37,18,26,2070,1732,1059,1002,55,44,21,27,23,32,9,27
XUT_13F-171,XIII,371206,371979,+,774,33,29,10,101,91,78,111,179,179,10,16,22,24,26,65,75,75,50,125,82,16,33,27,41,49,28,36,28,59,140,134,57,28,78
XUT_13F-174,XIII,386693,387288,+,596,9,19,6,93,61,66,59,66,73,5,9,10,275,303,187,154,98,78,131,112,29,23,820,776,1040,985,63,41,16,30,21,6,5,35
SUT740,XIII,898030,898302,-,273,10,6,1,49,63,49,60,84,112,0,3,7,52,78,110,139,86,79,67,40,3,12,149,146,179,206,2,1,30,43,29,2,11,36
in_YML094W.I1,XIII,82290,82374,0,85,69,74,57,84,96,77,92,130,139,52,82,63,65,87,146,167,118,129,111,129,85,109,74,59,76,83,93,82,84,123,117,78,80,97
in_YML124C.I1,XIII,23360,23659,0,300,239,246,172,222,214,211,171,271,250,224,247,214,336,390,546,420,304,338,269,301,376,333,401,404,503,495,381,352,190,346,318,235,217,190
XUT_13R-272,XIII,606067,606426,-,360,27,23,18,42,28,32,41,53,66,20,10,15,23,27,43,38,38,26,44,40,21,19,23,23,39,38,15,36,18,24,19,33,11,16
SUT739,XIII,854542,855006,-,465,39,33,18,112,123,134,132,183,211,29,27,27,170,174,179,211,106,100,131,110,65,67,204,190,84,110,72,66,69,121,109,25,20,84
XUT_13R-275,XIII,610454,611011,-,558,29,30,28,204,210,185,217,255,322,36,51,19,111,135,151,112,79,70,334,269,24,13,216,186,146,161,58,61,105,33,53,55,46,118
XUT_13R-276,XIII,611394,611649,-,256,24,15,4,51,63,49,42,69,93,10,5,15,22,13,44,31,32,10,96,72,18,12,14,4,7,6,5,8,13,13,19,6,3,15
XUT_13R-279,XIII,618356,619594,-,1239,61,83,29,156,117,114,180,280,294,17,50,56,78,57,298,265,251,218,111,114,59,91,143,167,190,211,51,62,197,245,280,69,36,180
in_YML036W.I1,XIII,206097,206204,0,108,62,75,37,140,144,123,140,210,269,35,40,55,103,143,189,189,165,144,226,207,103,125,95,96,93,89,107,124,119,178,152,64,40,133
XUT_13R-294,XIII,655110,656029,-,920,186,166,28,375,339,335,428,433,637,30,44,148,329,313,574,496,408,358,326,280,145,166,155,120,280,264,116,109,192,224,212,33,30,200
XUT_13R-297,XIII,656340,657985,-,1646,165,164,51,1382,1313,1313,1197,1515,1585,37,46,143,1639,1596,1999,1616,963,970,1710,1561,255,271,1151,943,2077,1934,237,200,551,680,716,14,18,567
SUT738,XIII,772750,773598,-,849,91,100,122,1205,1021,1119,1039,1399,1536,133,129,80,775,754,966,802,380,437,1671,1498,65,74,863,780,1413,1309,52,45,590,593,529,152,131,722
XUT_13R-293,XIII,654390,654770,-,381,74,61,37,474,371,359,432,563,651,33,43,47,286,281,277,184,163,133,827,807,45,38,178,156,476,466,30,29,175,51,51,50,28,154
XUT_13R-232,XIII,531799,532278,-,480,16,31,9,155,177,152,139,227,249,9,18,15,98,92,175,197,166,156,210,206,24,35,140,129,334,395,26,30,72,92,92,20,30,100
XUT_13R-234,XIII,536052,537233,-,1182,137,150,127,334,351,351,269,396,374,128,153,86,244,332,450,408,296,299,665,636,121,149,180,223,322,300,179,185,311,301,322,242,226,335
XUT_13R-236,XIII,540320,540779,-,460,40,32,29,80,60,96,84,78,77,31,33,37,179,133,87,54,51,45,137,104,68,42,103,106,180,164,27,6,33,47,51,49,49,34
in_YMR194C-B.I1,XIII,652775,652848,0,74,168,153,28,1930,1823,1906,2844,3909,4420,41,45,124,244,292,649,675,903,804,2060,1867,106,123,192,181,333,325,70,75,1342,1632,1543,28,29,1557
XUT_13R-228,XIII,511897,513379,-,1483,179,179,36,1998,1769,1833,2345,2820,3256,40,46,137,360,360,690,548,343,377,1402,1256,149,131,758,690,728,787,153,207,536,383,401,17,24,602
XUT_13R-253,XIII,575840,576734,-,895,33,42,1,371,350,338,434,634,679,4,0,30,131,147,443,449,324,264,434,334,36,50,55,58,64,65,9,9,201,117,117,16,9,208
XUT_13R-255,XIII,576784,577507,-,724,118,104,18,571,536,553,631,957,1039,21,19,87,262,327,615,600,364,373,662,620,73,82,120,140,129,145,65,55,313,301,286,23,23,314
XUT_13R-242,XIII,558705,558991,-,287,6,5,0,61,46,52,48,63,62,4,4,5,9,10,35,35,25,29,49,26,0,4,1,2,8,15,4,9,37,40,13,4,2,22
XUT_13R-245,XIII,564349,565172,-,824,88,92,38,335,314,287,332,382,408,61,46,93,510,443,718,555,448,441,349,301,168,183,231,173,141,156,115,107,174,171,188,57,43,180
in_YMR143W.I1,XIII,551951,552496,0,546,2697,2803,2157,1557,1251,1258,859,1128,1459,2566,3088,1992,1966,2156,2317,1889,2618,2327,3011,3000,3046,3024,1589,1719,2442,2620,2633,2774,850,1794,1637,1630,1288,999
in_YMR116C.I1,XIII,499878,500152,0,275,5593,5682,5020,1074,905,973,649,825,974,6006,5789,4313,1528,1371,1432,1227,1522,1440,1984,1989,5452,5436,804,836,1205,1190,6134,6134,815,4361,4215,3722,3148,972
XUT_13R-217,XIII,481884,482713,-,830,25,40,8,225,150,150,185,323,328,17,10,22,80,77,103,85,90,69,290,269,21,28,197,181,213,200,39,24,145,151,119,37,19,163
XUT_13R-216,XIII,481254,481558,-,305,7,6,2,13,12,10,23,42,42,0,2,1,1,1,3,2,5,10,54,20,0,0,20,13,18,3,5,5,17,15,26,9,9,29
XUT_13R-201,XIII,440335,441311,-,977,134,151,31,663,670,698,928,1021,1145,31,37,108,905,1016,3497,3009,2100,2115,623,598,212,269,135,104,238,209,80,95,707,221,228,129,77,808
SUT285,XIII,13520,14064,+,545,107,115,40,1365,1270,1243,1371,1995,2315,25,68,80,398,413,739,756,552,512,2316,1980,91,108,806,910,1542,1666,90,126,594,512,517,116,70,645
in_YMR242C.I1,XIII,753742,754220,0,479,1352,1391,828,933,923,798,602,862,934,850,1317,1091,882,1067,1493,1369,1516,1553,2307,2360,1997,2159,1367,1542,1954,2127,1413,1527,678,1319,1210,1249,1014,812
SUT286,XIII,30161,30585,+,425,21,16,8,63,98,60,80,136,170,9,4,9,49,47,61,71,52,39,82,83,15,16,185,197,244,231,19,13,57,42,38,21,11,50
in_YMR142C.I1,XIII,550801,551204,0,404,2558,2588,1974,1324,1099,1220,855,1210,1378,2498,2978,2083,1961,2117,2603,1968,2368,2243,2894,2708,3315,3085,1629,1585,2569,2491,2811,2644,903,1559,1502,1564,1211,906
XUT_13F-221,XIII,507764,508068,+,305,19,18,26,121,131,127,83,139,142,37,33,17,212,226,338,245,175,156,186,170,32,44,237,254,271,297,61,37,61,75,81,20,22,72
XUT_13F-222,XIII,508171,509607,+,1437,86,85,82,464,423,407,388,494,503,99,69,59,814,761,1047,940,569,556,433,388,140,149,747,693,896,876,126,122,209,235,221,69,67,195
SUT306,XIII,510578,511266,+,689,77,75,52,131,122,103,95,91,105,60,85,55,218,226,212,170,159,136,192,163,129,102,1393,1270,1181,1241,136,139,68,78,64,76,74,84
SUT307,XIII,511802,512194,+,393,252,244,187,1540,1408,1404,1337,1648,2086,208,232,188,3384,3517,3559,2961,1951,1742,2330,2012,414,422,3768,3636,3361,3283,343,287,585,958,988,249,258,700
XUT_13F-229,XIII,522180,523007,+,828,61,57,32,197,180,191,241,299,321,36,63,34,243,223,311,315,189,205,402,327,65,65,196,180,209,203,68,73,143,77,99,87,68,155
XUT_13F-239,XIII,556670,557419,+,750,36,54,35,225,194,201,199,233,234,48,35,31,177,153,237,209,174,158,271,278,55,45,151,118,404,350,34,20,115,159,165,173,165,115
SUT308,XIII,522178,522778,+,601,60,53,32,160,147,147,181,231,252,34,63,31,206,185,255,243,157,155,326,266,56,57,152,132,161,157,62,69,121,70,86,85,65,125
XUT_13F-247,XIII,570837,571246,+,410,40,35,18,107,97,92,112,146,164,13,21,31,190,179,278,252,204,182,138,145,44,33,137,150,146,152,41,27,85,70,87,29,30,78
SUT303,XIII,432138,433042,+,905,18,12,73,280,292,249,257,340,371,77,93,17,160,163,203,171,166,174,662,447,20,18,59,52,312,285,3,1,378,182,176,153,136,386
SUT302,XIII,430018,430978,+,961,357,361,135,2036,1687,1766,1765,2180,2391,176,146,264,1020,925,1078,887,475,428,2063,1775,270,270,681,563,1250,1162,269,269,786,455,478,163,136,874
XUT_13F-256,XIII,592911,593280,+,370,58,54,12,513,465,450,550,673,866,29,31,49,171,234,270,230,140,135,732,719,21,22,67,54,136,144,17,23,146,68,47,27,25,150
XUT_13F-259,XIII,598087,599533,+,1447,102,106,36,362,304,249,261,371,454,31,43,82,521,518,772,632,537,514,448,354,140,155,446,442,607,577,170,132,164,312,253,38,25,162
SUT305,XIII,480874,481210,+,337,106,117,178,544,494,551,372,505,550,182,227,56,346,329,456,405,325,316,852,795,53,78,234,248,234,191,363,329,327,462,415,329,269,279
SUT304,XIII,465026,465282,+,257,53,37,25,186,192,148,167,213,247,40,25,41,111,97,191,186,159,172,333,273,33,72,79,100,108,90,51,52,95,104,113,63,54,106
XUT_13F-261,XIII,601354,602032,+,679,43,33,30,342,309,345,303,420,500,29,25,34,239,266,433,308,202,199,473,510,85,71,112,111,138,149,39,46,171,159,129,33,24,194
XUT_13F-272,XIII,622549,623191,+,643,32,30,14,353,355,350,475,643,681,13,20,13,73,106,140,122,99,105,476,371,17,18,493,508,351,330,15,35,97,85,80,49,42,79
in_YMR292W.I1,XIII,854816,854899,0,84,108,95,51,97,81,86,83,95,140,61,73,63,143,158,182,161,132,124,152,140,154,152,183,179,209,195,143,141,96,127,121,110,90,101
XUT_13F-274,XIII,623408,625390,+,1983,2644,3045,294,7755,7020,6505,5716,6913,8191,363,371,2352,6583,6487,8919,7907,6517,6312,13467,12144,900,944,705,686,1090,1169,305,276,8006,4605,4782,315,283,9055
XUT_13F-286,XIII,653226,653877,+,652,176,159,35,1032,850,931,909,1198,1378,61,47,115,418,453,537,410,415,396,694,642,158,152,341,269,593,520,69,68,868,197,212,23,33,1061
XUT_13F-294,XIII,675166,675603,+,438,63,54,18,364,250,340,298,347,379,23,17,55,231,235,296,214,197,186,479,429,50,47,63,46,102,98,37,37,179,118,143,19,31,204
in_YMR225C.I1,XIII,721198,721346,0,149,125,125,98,190,198,188,198,220,272,122,161,98,260,290,423,317,219,251,344,290,184,183,365,391,349,344,236,260,140,190,147,107,94,158
in_YML067C.I1,XIII,140090,140184,0,95,93,88,72,85,69,61,73,103,95,101,86,78,92,134,154,134,131,127,165,149,108,115,137,154,96,127,134,116,58,101,90,78,67,70
XUT_13F-3,XIII,13422,14355,+,934,117,132,44,1732,1604,1533,1714,2465,2825,30,71,91,509,543,939,985,676,607,2719,2349,102,119,1350,1541,2594,2697,117,139,694,571,561,129,76,750
XUT_13F-201,XIII,445031,445410,+,380,23,11,9,65,58,87,67,70,85,9,14,15,149,182,140,130,110,109,94,82,39,61,573,456,302,289,15,15,15,40,23,22,18,35
XUT_13F-5,XIII,20746,21622,+,877,65,76,26,163,134,159,271,376,333,40,39,54,167,130,386,323,275,269,94,92,105,150,113,118,210,224,119,94,91,125,120,25,20,114
XUT_13F-206,XIII,462790,463392,+,603,5,1,0,25,19,14,58,111,122,3,6,3,4,1,19,11,27,21,84,41,3,5,10,8,1,12,7,6,51,60,71,24,14,85
XUT_13F-208,XIII,475864,476144,+,281,24,30,5,1472,1271,1273,1853,2654,2843,6,13,17,174,155,192,169,141,140,688,503,25,12,21,15,56,33,6,6,174,255,305,14,18,163
XUT_13F-209,XIII,480852,481387,+,536,115,128,190,595,531,597,414,551,608,198,238,60,370,367,488,428,362,342,930,878,58,85,263,276,259,203,405,343,354,512,452,351,291,313
XUT_13F-213,XIII,493645,493902,+,258,43,43,20,260,181,214,159,201,236,22,24,36,65,63,92,82,65,69,172,167,17,17,68,64,188,128,7,9,41,31,32,19,24,44
XUT_13F-214,XIII,494560,494811,+,252,15,14,3,67,64,57,84,98,99,6,4,8,14,14,45,42,47,42,114,60,8,11,8,10,22,15,7,2,48,48,53,11,6,70
XUT_13F-217,XIII,501268,501553,+,286,10,7,0,99,105,87,201,344,323,0,2,4,16,26,42,49,46,56,260,134,2,5,22,29,51,43,4,1,51,120,116,12,16,66
XUT_13F-218,XIII,502097,503550,+,1454,270,208,145,363,341,349,345,521,591,155,146,163,376,459,755,703,742,698,705,518,318,302,257,308,368,294,375,377,394,495,406,207,173,464
NUT1293,XIII,271517,271922,-,406,35,37,6,200,158,198,183,276,280,2,13,25,44,52,110,124,102,80,130,192,21,38,59,43,78,58,15,11,97,80,77,13,10,101
NUT1294,XIII,283000,284715,-,1716,127,145,51,822,717,717,906,1143,1305,59,67,83,431,369,731,592,395,350,657,618,151,156,411,350,711,669,147,142,487,357,366,57,53,577
NUT1295,XIII,307754,308908,-,1155,67,74,7,689,588,607,754,884,993,4,3,57,178,139,381,464,346,352,485,429,17,16,139,140,246,193,25,36,347,103,96,11,13,427
NUT1296,XIII,311251,312038,-,788,12,9,8,77,45,59,66,86,87,2,8,12,25,46,66,70,56,60,251,118,5,6,23,40,47,53,11,19,60,98,116,36,25,94
NUT1297,XIII,314809,316819,-,2011,82,76,17,455,405,422,531,777,881,31,17,64,489,467,963,893,780,788,551,389,217,278,858,878,708,850,92,62,167,257,256,24,26,172
NUT1298,XIII,335163,337540,-,2378,106,114,8,858,804,872,1095,1428,1391,14,12,68,287,276,509,404,260,244,632,555,63,83,81,64,148,91,41,41,299,192,193,20,10,312
NUT1299,XIII,396759,399682,-,2924,59,50,12,370,340,316,315,521,595,13,20,32,226,266,554,530,289,297,384,313,57,65,106,120,165,129,43,53,188,115,145,30,32,211
NUT1290,XIII,164379,165369,-,991,17,33,6,349,324,287,436,733,759,6,6,9,42,48,156,141,112,88,364,244,17,18,68,63,118,105,19,14,309,200,258,11,17,271
NUT1291,XIII,217074,219863,-,2790,1057,1135,121,11530,9898,10464,8692,10704,12487,125,172,775,3371,3337,7690,6613,3280,3236,7846,7498,772,826,497,504,1308,1264,448,411,3794,2985,2885,101,100,4214
NUT1292,XIII,244102,245995,-,1894,130,140,22,1347,1238,1203,1657,2194,2455,18,27,92,278,242,542,367,292,289,747,669,76,55,177,136,222,245,83,76,507,431,317,25,16,549
NUT1283,XIII,31802,37822,-,6021,351,334,205,1474,1317,1335,1533,1949,2137,207,233,219,1419,1497,2410,2001,1269,1123,1853,1708,431,400,530,420,646,686,175,167,489,399,403,188,179,568
NUT1284,XIII,45907,46592,-,686,117,147,37,755,612,676,573,782,962,44,57,93,436,443,900,674,617,455,1121,973,156,179,123,115,245,221,121,149,466,469,464,69,52,437
XUT_13R-385,XIII,847807,848472,-,666,22,19,7,124,118,116,156,198,215,4,5,28,131,136,222,183,164,154,106,116,54,29,126,118,271,272,19,16,56,33,28,12,5,45
NUT1285,XIII,51072,54579,-,3508,105,110,8,1697,1494,1524,1345,1680,1885,9,20,91,938,911,1662,1532,989,1111,1430,1372,160,208,213,230,308,290,62,60,540,259,255,9,12,640
NUT1286,XIII,82146,82896,-,751,19,14,2,262,207,243,351,420,432,8,10,12,44,52,165,168,120,138,208,206,17,19,47,31,93,130,12,8,206,261,256,5,8,236
NUT1287,XIII,91365,94215,-,2851,119,108,17,599,594,576,894,1052,1264,13,9,86,425,422,764,589,603,586,421,347,97,108,188,152,209,209,22,33,82,241,227,27,30,64
NUT1288,XIII,108544,110873,-,2330,120,123,52,1392,1102,1105,1382,1749,2058,55,46,96,291,286,504,466,248,256,1215,1127,88,76,232,199,311,290,75,53,407,371,345,33,22,453
XUT_13R-389,XIII,854526,854953,-,428,37,32,18,106,118,122,130,175,204,29,27,27,163,166,175,195,103,97,123,104,63,65,187,179,82,106,69,64,70,117,106,25,20,81
NUT1289,XIII,110920,111718,-,799,57,66,21,303,265,266,336,418,574,11,22,51,107,106,221,200,151,108,335,308,46,49,232,207,207,207,33,72,170,144,139,51,20,169
XUT_13R-388,XIII,851756,852152,-,397,6,7,5,33,19,24,28,23,48,10,13,8,17,24,45,34,45,49,44,29,17,7,39,26,54,54,9,11,8,13,13,5,10,16
in_YML085C.I1,XIII,99259,99376,0,118,298,291,296,121,89,105,71,106,93,370,401,213,241,242,270,208,203,180,172,165,494,479,296,278,256,292,591,551,106,165,163,206,155,112
in_YMR033W.I1,XIII,337817,337904,0,88,73,82,48,53,58,59,56,68,84,58,88,71,54,108,119,132,147,135,145,135,126,174,156,181,146,159,116,118,63,103,112,77,71,72
XUT_13R-356,XIII,798006,798399,-,394,84,65,25,96,79,93,104,132,143,21,33,68,91,96,241,169,167,141,93,54,32,44,120,90,229,260,34,28,71,70,67,50,69,56
